2026-06-26 13:53:21.956 INFO  [main] loteId=66 o.t.p.t.i.a.MistralClientAdapter - Lote 66 traduzido em 404 ms (2 -> 2 linha(s))
2026-06-26 13:53:25.718 WARN  [main] loteId=67 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 67 dividido após falha de validação: Lote 67 retornou 1 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:27.671 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 1953 ms (10 -> 9 linha(s))
2026-06-26 13:53:27.671 WARN  [main] loteId=67 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 67 (tamanho 10) falhou na validação (Lote 67 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:27.671 WARN  [main] loteId=67 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 67 dividido após falha de validação: Lote 67 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:27.908 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 237 ms (5 -> 1 linha(s))
2026-06-26 13:53:27.908 WARN  [main] loteId=67 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 67 (tamanho 5) falhou na validação (Lote 67 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:27.908 WARN  [main] loteId=67 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 67 dividido após falha de validação: Lote 67 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:28.302 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 394 ms (2 -> 2 linha(s))
2026-06-26 13:53:28.522 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 220 ms (3 -> 1 linha(s))
2026-06-26 13:53:28.522 WARN  [main] loteId=67 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 67 (tamanho 3) falhou na validação (Lote 67 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:28.522 WARN  [main] loteId=67 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 67 dividido após falha de validação: Lote 67 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:28.711 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 189 ms (1 -> 1 linha(s))
2026-06-26 13:53:28.946 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 222 ms (2 -> 1 linha(s))
2026-06-26 13:53:28.946 WARN  [main] loteId=67 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 67 (tamanho 2) falhou na validação (Lote 67 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:28.946 WARN  [main] loteId=67 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 67 dividido após falha de validação: Lote 67 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:29.290 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 344 ms (1 -> 1 linha(s))
2026-06-26 13:53:29.459 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 169 ms (1 -> 1 linha(s))
2026-06-26 13:53:30.462 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 1003 ms (5 -> 5 linha(s))
2026-06-26 13:53:32.362 INFO  [main] loteId=67 o.t.p.t.i.a.MistralClientAdapter - Lote 67 traduzido em 1900 ms (10 -> 10 linha(s))
2026-06-26 13:53:32.362 INFO  [main] loteId=67 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 67 traduzido com sucesso.
2026-06-26 13:53:35.182 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 2820 ms (20 -> 15 linha(s))
2026-06-26 13:53:35.182 WARN  [main] loteId=68 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 68 (tamanho 20) falhou na validação (Lote 68 retornou 15 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:35.182 WARN  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 68 dividido após falha de validação: Lote 68 retornou 15 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:37.145 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 1963 ms (10 -> 10 linha(s))
2026-06-26 13:53:37.806 INFO  [main] loteId=68 o.t.p.t.i.a.MistralClientAdapter - Lote 68 traduzido em 661 ms (10 -> 10 linha(s))
2026-06-26 13:53:37.806 INFO  [main] loteId=68 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 68 traduzido com sucesso.
2026-06-26 13:53:39.127 INFO  [main] loteId=69 o.t.p.t.i.a.MistralClientAdapter - Lote 69 traduzido em 1321 ms (20 -> 20 linha(s))
2026-06-26 13:53:39.127 INFO  [main] loteId=69 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 69 traduzido com sucesso.
2026-06-26 13:53:40.239 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 1112 ms (20 -> 17 linha(s))
2026-06-26 13:53:40.239 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 20) falhou na validação (Lote 70 retornou 17 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:40.239 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 17 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:40.601 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 362 ms (10 -> 5 linha(s))
2026-06-26 13:53:40.601 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 10) falhou na validação (Lote 70 retornou 5 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:40.601 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 5 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:41.446 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 845 ms (5 -> 5 linha(s))
2026-06-26 13:53:41.664 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 218 ms (5 -> 1 linha(s))
2026-06-26 13:53:41.664 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 5) falhou na validação (Lote 70 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:41.664 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:42.070 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 406 ms (2 -> 2 linha(s))
2026-06-26 13:53:42.182 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 110 ms (3 -> 1 linha(s))
2026-06-26 13:53:42.182 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 3) falhou na validação (Lote 70 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:42.182 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:42.431 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 249 ms (1 -> 1 linha(s))
2026-06-26 13:53:42.838 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 407 ms (2 -> 2 linha(s))
2026-06-26 13:53:43.460 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 622 ms (10 -> 9 linha(s))
2026-06-26 13:53:43.460 WARN  [main] loteId=70 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 70 (tamanho 10) falhou na validação (Lote 70 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:43.460 WARN  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 70 dividido após falha de validação: Lote 70 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:44.430 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 970 ms (5 -> 5 linha(s))
2026-06-26 13:53:44.775 INFO  [main] loteId=70 o.t.p.t.i.a.MistralClientAdapter - Lote 70 traduzido em 345 ms (5 -> 5 linha(s))
2026-06-26 13:53:44.776 INFO  [main] loteId=70 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 70 traduzido com sucesso.
2026-06-26 13:53:46.041 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 1265 ms (20 -> 19 linha(s))
2026-06-26 13:53:46.041 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 20) falhou na validação (Lote 71 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:46.041 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:46.666 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 625 ms (10 -> 9 linha(s))
2026-06-26 13:53:46.666 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 10) falhou na validação (Lote 71 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:46.666 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:47.030 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 364 ms (5 -> 5 linha(s))
2026-06-26 13:53:47.249 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 219 ms (5 -> 1 linha(s))
2026-06-26 13:53:47.249 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 5) falhou na validação (Lote 71 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:47.249 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:47.355 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 106 ms (2 -> 1 linha(s))
2026-06-26 13:53:47.355 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 2) falhou na validação (Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:47.355 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:47.640 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 285 ms (1 -> 1 linha(s))
2026-06-26 13:53:47.907 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 267 ms (1 -> 1 linha(s))
2026-06-26 13:53:48.148 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 241 ms (3 -> 1 linha(s))
2026-06-26 13:53:48.148 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 3) falhou na validação (Lote 71 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:48.148 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:48.431 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 283 ms (1 -> 1 linha(s))
2026-06-26 13:53:48.664 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 233 ms (2 -> 1 linha(s))
2026-06-26 13:53:48.664 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 2) falhou na validação (Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:48.664 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:48.962 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 298 ms (1 -> 1 linha(s))
2026-06-26 13:53:49.166 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 204 ms (1 -> 1 linha(s))
2026-06-26 13:53:51.020 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 1854 ms (10 -> 9 linha(s))
2026-06-26 13:53:51.020 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 10) falhou na validação (Lote 71 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:51.020 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 9 linha(s), esperado 10. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:52.160 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 1140 ms (5 -> 5 linha(s))
2026-06-26 13:53:52.378 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 218 ms (5 -> 1 linha(s))
2026-06-26 13:53:52.378 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 5) falhou na validação (Lote 71 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:52.378 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 5. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:52.489 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 111 ms (2 -> 1 linha(s))
2026-06-26 13:53:52.489 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 2) falhou na validação (Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:52.489 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:52.712 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 223 ms (1 -> 1 linha(s))
2026-06-26 13:53:52.919 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 207 ms (1 -> 1 linha(s))
2026-06-26 13:53:53.153 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 234 ms (3 -> 1 linha(s))
2026-06-26 13:53:53.153 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 3) falhou na validação (Lote 71 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:53.153 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 3. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:53.384 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 231 ms (1 -> 1 linha(s))
2026-06-26 13:53:53.495 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 111 ms (2 -> 1 linha(s))
2026-06-26 13:53:53.495 WARN  [main] loteId=71 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 71 (tamanho 2) falhou na validação (Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:53.495 WARN  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 71 dividido após falha de validação: Lote 71 retornou 1 linha(s), esperado 2. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:53.747 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 252 ms (1 -> 1 linha(s))
2026-06-26 13:53:53.980 INFO  [main] loteId=71 o.t.p.t.i.a.MistralClientAdapter - Lote 71 traduzido em 233 ms (1 -> 1 linha(s))
2026-06-26 13:53:53.981 INFO  [main] loteId=71 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 71 traduzido com sucesso.
2026-06-26 13:53:55.240 INFO  [main] loteId=72 o.t.p.t.i.a.MistralClientAdapter - Lote 72 traduzido em 1259 ms (20 -> 19 linha(s))
2026-06-26 13:53:55.240 WARN  [main] loteId=72 o.t.p.t.a.ProcessarEpisodioUseCase - Lote 72 (tamanho 20) falhou na validação (Lote 72 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.). Dividindo em 2 partes e tentando novamente...
2026-06-26 13:53:55.240 WARN  [main] loteId=72 o.t.p.t.p.ui.ConsoleUILogger - [ WARN ] Lote 72 dividido após falha de validação: Lote 72 retornou 19 linha(s), esperado 20. Provável alucinação do LLM fundindo ou quebrando falas, o que desalinharia a legenda.
2026-06-26 13:53:57.110 INFO  [main] loteId=72 o.t.p.t.i.a.MistralClientAdapter - Lote 72 traduzido em 1870 ms (10 -> 10 linha(s))
2026-06-26 13:53:58.971 INFO  [main] loteId=72 o.t.p.t.i.a.MistralClientAdapter - Lote 72 traduzido em 1861 ms (10 -> 10 linha(s))
2026-06-26 13:53:58.971 INFO  [main] loteId=72 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 72 traduzido com sucesso.
2026-06-26 13:54:00.290 INFO  [main] loteId=73 o.t.p.t.i.a.MistralClientAdapter - Lote 73 traduzido em 1319 ms (20 -> 20 linha(s))
2026-06-26 13:54:00.290 INFO  [main] loteId=73 o.t.p.t.p.ui.ConsoleUILogger - ✅ Lote 73 traduzido com sucesso.
